B_ID;SEXE;REGIME_SOCIAL
25,744;Homme;G
40,713;Homme;G
9,244;Homme;A
13,597;Homme;G
25,804;Homme;G
38,176;Femme;L
37,792;Homme;A
19,760;Homme;A
8,808;Femme;G
17,816;Homme;G
13,003;Homme;G
22,610;Femme;G
12,367;Femme;A
20,321;Femme;A
22,238;Femme;G
11,698;Femme;A
35,847;Homme;A
23,030;Femme;A
35,374;Femme;G
19,039;Femme;A
16,945;Femme;G
33,636;Femme;A
27,485;Homme;G
52,173;Homme;G
27,035;Homme;G
3,260;Femme;G
3,041;Femme;L
42,609;Homme;A
34,876;Femme;A
24,197;Homme;A
12,005;Femme;G
39,943;Homme;G
31,339;Femme;G
25,732;Femme;G
29,794;Femme;G
30,496;Femme;G
45,843;Homme;G
14,037;Femme;L
8,737;Femme;G
13,156;Femme;G
10,167;Femme;G
39,305;Homme;G
15,366;Femme;G
6,843;Femme;G
32,755;Homme;A
38,729;Femme;G
25,675;Femme;G
42,018;Femme;A
6,685;Femme;G
35,928;Homme;A
42,982;Femme;G
24,896;Femme;G
49,395;Femme;A
44,490;Homme;G
3,718;Femme;G
36,304;Homme;A
18,234;Femme;G
2,869;Homme;A
47,606;Femme;G
19,130;Femme;A
37,582;Homme;G
44,431;Femme;G
37,460;Femme;G
3,914;Femme;G
4,160;Femme;G
13,640;Femme;G
12,085;Femme;A
19,576;Homme;G
49,684;Femme;G
31,178;Homme;A
9,731;Femme;G
34,142;Femme;G
27,705;Femme;A
24,063;Femme;A
31,676;Homme;G
280;Femme;A
8,793;Femme;G
15,520;Femme;A
33,282;Femme;G
41,456;Homme;A
48,222;Homme;D
35,474;Femme;A
1,294;Homme;G
12,092;Homme;G
926;Homme;G
33,032;Homme;A
15,287;Femme;A
15,787;Femme;G
36,574;Homme;A
48,190;Femme;G
10,741;Homme;A
35,175;Homme;G
20,406;Femme;G
30,930;Homme;G
2,508;Homme;G
11,979;Homme;G
41,265;Homme;A
45,607;Homme;G
50,785;Femme;G
10,793;Homme;A
28,496;Homme;G
33,438;Femme;G
47,693;Femme;A
34,899;Femme;G
39,397;Homme;A
29,610;Femme;A
46,216;Homme;G
22,852;Femme;A
36,301;Homme;G
40,183;Femme;G
4,484;Homme;A
12,006;Femme;G
48,828;Femme;A
50,327;Homme;D
30,611;Femme;A
3,405;Homme;G
12,613;Femme;G
2,519;Homme;A
33,171;Femme;A
23;Homme;A
17,020;Homme;A
26,907;Homme;G
28,597;Femme;A
24,252;Homme;A
43,868;Femme;L
8,128;Femme;G
27,434;Femme;G
8,630;Femme;L
17,674;Femme;G
25,881;Femme;A
42,974;Femme;G
39,135;Homme;G
173;Homme;G
40,242;Femme;G
33,084;Homme;G
19,285;Homme;G
51,779;Femme;L
23,193;Homme;G
24,251;Homme;G
37,385;Homme;G
6,015;Homme;G
48,089;Femme;A
29,556;Homme;G
20,732;Homme;A
43,279;Femme;A
23,862;Homme;A
40,927;Homme;A
9,406;Femme;A
2,718;Homme;A
32,872;Femme;G
12,319;Femme;G
2,760;Homme;G
36,699;Femme;G
10,708;Homme;G
13,110;Homme;G
2,522;Femme;A
20,660;Homme;G
16,536;Homme;D
7,540;Homme;G
35,442;Homme;A
9,802;Femme;G
23,102;Femme;A
11,883;Femme;G
32,840;Femme;A
33,677;Femme;G
41,723;Homme;G
30,193;Homme;A
14,671;Homme;A
18,724;Homme;A
26,377;Femme;G
43,057;Femme;A
42,838;Homme;G
871;Homme;G
45,057;Femme;G
34,051;Femme;G
51,183;Femme;G
41,930;Femme;G
38,385;Homme;G
30,462;Femme;G
31,744;Femme;G
30,688;Femme;G
11,224;Homme;A
11,520;Homme;A
48,422;Homme;G
13,798;Femme;G
31,908;Homme;A
36,644;Femme;G
49,532;Homme;G
29,548;Homme;A
4,500;Homme;G
42,960;Femme;G
44,036;Femme;G
25,023;Homme;D
11,372;Femme;A
2,257;Femme;G
25,212;Femme;G
26,609;Homme;G
13,926;Femme;G
19,565;Femme;A
27,739;Homme;G
36,844;Femme;G
49,007;Homme;G
9,675;Femme;A
26,970;Homme;G
49,559;Femme;G
17,659;Homme;G
20,461;Femme;G
29,801;Homme;A
31,377;Femme;G
6,312;Homme;A
13,756;Homme;A
7,126;Femme;G
42,444;Homme;G
10,747;Femme;G
16,024;Homme;G
32,891;Femme;A
38,250;Homme;L
37,653;Femme;A
9,915;Femme;G
24,552;Homme;A
31,120;Femme;G
16,326;Femme;L
1,670;Femme;G
6,610;Femme;L
30,982;Homme;A
35,396;Homme;G
39,203;Femme;A
20,340;Homme;A
20,578;Homme;G
42,591;Homme;G
21,263;Femme;G
49,005;Homme;G
48,919;Homme;G
12,632;Femme;G
34,076;Homme;A
26,917;Femme;G
1,335;Femme;A
18,112;Femme;G
43,851;Femme;L
11,292;Femme;G
16,143;Femme;G
25,362;Homme;G
42,156;Femme;A
5,440;Femme;G
22,437;Homme;G
20,021;Homme;A
33,707;Femme;G
31,845;Femme;G
2,255;Femme;A
15,238;Femme;L
20,688;Homme;A
34,925;Femme;A
45,188;Femme;A
42,297;Homme;A
6,744;Femme;G
34,466;Femme;G
48,483;Homme;G
29,348;Homme;G
7,518;Homme;A
11,123;Homme;G
16,091;Femme;G
16,972;Femme;G
21,066;Homme;G
37,581;Homme;G
4,398;Homme;G
36,651;Femme;G
44,887;Femme;A
47,041;Femme;G
15,642;Homme;G
31,215;Homme;G
49,392;Homme;G
35,996;Homme;G
43,900;Homme;A
32,757;Femme;G
25,354;Femme;G
28,939;Femme;G
51,234;Femme;G
38,195;Femme;A
37,531;Homme;G
5,503;Femme;A
16,927;Femme;G
6,296;Homme;L
38,786;Homme;A
39,007;Homme;L
16,205;Homme;G
43,262;Homme;G
3,991;Homme;D
3,274;Femme;G
6,635;Homme;G
42,302;Homme;A
46,914;Homme;G
12,186;Homme;G
33,940;Homme;G
10,004;Homme;A
21,494;Homme;G
51,198;Homme;G
8,606;Homme;A
51,013;Femme;G
30,448;Femme;G
178;Femme;A
13,417;Femme;A
24,598;Femme;G
25,465;Femme;G
17,649;Femme;G
20,682;Femme;A
41,047;Homme;A
21,790;Homme;A
49,743;Femme;G
19,230;Femme;A
1,835;Femme;G
47,029;Homme;G
16,274;Homme;G
24,247;Femme;G
8,120;Femme;G
21,350;Homme;G
46,659;Femme;G
5,833;Homme;G
23,975;Femme;G
38,130;Homme;A
3,562;Femme;G
43,265;Femme;A
42,210;Femme;G
48,744;Homme;G
6,754;Homme;A
7,886;Femme;G
21,987;Homme;G
39,260;Femme;G
6,547;Homme;G
21,879;Homme;A
26,371;Homme;G
11,581;Homme;A
34,397;Homme;A
21,386;Homme;G
2,897;Femme;G
31,821;Homme;A
40,221;Homme;G
30,060;Femme;G
51,880;Femme;G
44,217;Homme;G
9,131;Homme;G
28,574;Femme;A
10,127;Femme;A
11,690;Homme;A
14,956;Homme;G
3,293;Homme;A
13,495;Homme;A
20,369;Homme;G
38,858;Homme;A
9,055;Femme;A
5,466;Femme;G
13,645;Femme;G
42,632;Femme;G
6,078;Femme;G
3,962;Homme;G
8,540;Femme;G
15,335;Homme;G
17,423;Homme;G
48,274;Homme;A
17,563;Homme;G
18,022;Homme;G
38,242;Femme;G
1,578;Femme;A
11,312;Homme;G
15,088;Femme;G
26,509;Femme;G
38,909;Femme;G
45,797;Homme;G
24,720;Homme;G
27,277;Homme;A
29,441;Homme;G
4,790;Femme;G
31,909;Femme;G
36,903;Homme;A
37,382;Femme;G
4,569;Femme;G
48,938;Femme;A
8,084;Homme;G
25,240;Homme;G
25,752;Homme;A
11,251;Femme;G
1,295;Femme;A
8,391;Femme;G
33,729;Homme;G
42,584;Homme;G
2,146;Homme;A
15,104;Homme;A
35,292;Homme;A
16,522;Femme;A
32,521;Homme;G
20,447;Femme;A
26,184;Femme;G
37,298;Femme;G
18,904;Homme;G
2,877;Femme;A
12,383;Femme;G
10,614;Femme;A
9,019;Femme;G
25,867;Femme;G
22,626;Femme;A
3,380;Femme;A
14,723;Femme;A
22,696;Femme;G
45,996;Homme;G
30,408;Homme;A
26,763;Femme;D
47,344;Femme;G
42,195;Femme;G
45,948;Homme;A
1,875;Femme;G
43,444;Femme;G
32,653;Homme;A
20,208;Femme;G
47,293;Femme;G
6,697;Homme;G
51,519;Femme;G
7,780;Femme;L
51,209;Femme;A
16,995;Femme;A
40,898;Femme;G
26,636;Homme;A
20,358;Femme;G
16,478;Femme;A
47,836;Homme;G
51,905;Homme;G
19,062;Homme;G
2,063;Homme;G
3,850;Femme;G
23,210;Homme;G
82;Femme;A
9,536;Femme;A
47,262;Femme;G
4,543;Homme;A
51,624;Homme;G
17,403;Homme;G
21,410;Homme;G
17,703;Femme;A
29,481;Homme;G
33,129;Femme;A
51,412;Femme;G
28,512;Femme;G
42,427;Femme;G
14,990;Homme;G
9,711;Femme;G
49,260;Femme;G
12,861;Femme;A
29,169;Femme;A
52,201;Femme;G
50,795;Homme;G
11,483;Femme;A
16,235;Femme;G
3,247;Femme;G
24,312;Homme;A
23,798;Homme;G
22,158;Femme;G
43,609;Femme;G
29,822;Homme;G
7,621;Homme;G
1,556;Femme;G
23,657;Homme;A
4,090;Homme;A
25,371;Femme;A
46,572;Homme;G
35,053;Femme;G
43,030;Femme;A
37,422;Homme;G
11,381;Femme;A
40,213;Homme;G
8,002;Homme;L
12,182;Homme;A
18,608;Femme;A
10,970;Femme;A
15,109;Homme;G
44,574;Femme;G
36,308;Femme;G
24,652;Femme;A
24,872;Femme;G
45,126;Homme;G
47,999;Femme;A
6,957;Femme;G
11,183;Femme;G
18,771;Homme;G
30,680;Femme;G
8,039;Femme;G
28,227;Femme;A
22,585;Homme;G
24,472;Homme;G
15,599;Homme;A
19,734;Femme;G
8,157;Femme;A
20,520;Homme;A
19,222;Femme;G
38,048;Homme;G
49,633;Homme;G
48,416;Femme;G
12,426;Femme;G
31,122;Femme;G
18,029;Homme;G
20,574;Femme;A
42,007;Femme;G
20,549;Femme;G
31,926;Homme;G
32,067;Femme;G
48,540;Homme;G
33,455;Homme;G
7,164;Femme;G
5,869;Homme;L
8,878;Homme;G
2,158;Femme;G
32,305;Homme;A
42,455;Femme;A
17,208;Femme;A
51,187;Homme;G
4,554;Homme;A
7,742;Femme;L
45,211;Homme;G
25,365;Femme;G
27,167;Homme;G
40,037;Femme;G
42,550;Femme;A
51,218;Femme;G
34,686;Femme;G
44,148;Femme;A
31,729;Femme;G
40,009;Femme;G
19,031;Femme;G
48,018;Homme;A
37,347;Femme;G
46,478;Femme;G
6,786;Homme;A
50,197;Homme;G
470;Homme;A
27,314;Homme;A
42,211;Homme;A
19,693;Femme;A
22,941;Femme;A
12,955;Femme;A
9,341;Homme;G
23,282;Homme;G
4,680;Femme;G
37,829;Femme;A
36,853;Femme;G
46,343;Homme;G
51,478;Homme;G
17,763;Homme;G
51,329;Homme;G
2,705;Femme;G
48,225;Femme;G
143;Femme;G
23,409;Homme;G
51,226;Homme;G
13,436;Femme;G
41,890;Homme;G
24,619;Femme;G
31,494;Femme;G
45,232;Femme;A
50,388;Homme;G
46,470;Homme;A
43,914;Femme;A
44,771;Femme;A
16,539;Femme;L
14,493;Femme;A
18,126;Femme;L
40,126;Homme;G
12,687;Femme;A
37,987;Homme;A
42,630;Femme;A
13,259;Homme;G
12,259;Homme;G
50,225;Femme;A
32,848;Femme;A
31,093;Homme;A
1,269;Femme;A
12,299;Femme;A
39,682;Femme;A
39,955;Homme;A
7,572;Femme;G
23,639;Femme;G
36,035;Femme;A
22,027;Femme;A
44,592;Homme;G
17,560;Femme;A
20,637;Femme;A
10,834;Femme;G
15,033;Femme;G
18,688;Femme;G
8,188;Femme;A
14,444;Femme;A
34,661;Femme;G
43,415;Homme;A
9,704;Homme;G
12,883;Femme;A
40,265;Femme;G
24,751;Homme;A
36,983;Femme;A
35,417;Femme;G
36,741;Femme;G
22,587;Femme;G
7,837;Femme;G
52,091;Homme;G
6,611;Femme;G
28,670;Homme;G
13,670;Homme;G
35,009;Homme;G
9,635;Femme;A
34,315;Femme;A
48,146;Homme;G
49,835;Homme;G
9,604;Femme;G
32,056;Femme;G
32,540;Femme;G
32,071;Femme;G
51,815;Femme;G
27,541;Femme;G
49,495;Femme;G
25,303;Femme;G
33,501;Homme;A
50,208;Femme;G
27,804;Homme;A
27,704;Femme;G
29,198;Femme;G
7,527;Homme;G
42,286;Homme;G
35,132;Homme;G
9,826;Homme;A
43,328;Homme;G
44,992;Homme;A
777;Femme;G
25,060;Femme;A
15,922;Homme;A
8,048;Femme;L
19,832;Femme;A
24,848;Femme;A
48,096;Femme;D
33,660;Femme;G
19,637;Femme;G
27,292;Homme;G
2,955;Femme;G
12,140;Homme;A
43,347;Femme;A
43,035;Femme;G
7,277;Femme;D
28,987;Femme;A
48,199;Homme;G
49,225;Homme;A
4,691;Femme;G
14,681;Femme;A
17,692;Femme;L
25,527;Homme;G
13,600;Homme;G
47,090;Homme;G
25,786;Femme;G
46;Femme;D
30,570;Femme;G
32,242;Femme;A
51,724;Femme;G
25,348;Femme;A
42,467;Femme;G
46,790;Femme;A
51,860;Homme;G
7,271;Femme;G
37,196;Homme;G
19,212;Femme;G
1,014;Femme;G
34,425;Femme;A
6,968;Femme;G
38,487;Femme;G
17,000;Femme;A
50,772;Femme;G
17,048;Femme;G
10,616;Femme;A
4,933;Femme;G
7,580;Homme;G
26,128;Femme;A
50,658;Homme;G
37,396;Femme;A
13,349;Femme;G
44,632;Femme;G
47,326;Homme;G
10,160;Femme;A
20,896;Femme;G
47,210;Homme;G
34,909;Femme;A
804;Homme;A
32,864;Homme;G
39,457;Homme;G
50,504;Femme;G
30,339;Homme;G
15,887;Femme;G
33,811;Femme;G
6,044;Homme;G
45,971;Homme;A
51,165;Homme;G
26,437;Homme;G
43,471;Homme;G
22,810;Homme;A
43,078;Femme;G
22,904;Femme;A
9,145;Femme;G
11,542;Femme;G
26,454;Homme;A
39,263;Femme;G
12,095;Homme;A
22,140;Homme;A
23,816;Femme;A
34,117;Femme;G
24,689;Femme;A
27,623;Femme;A
39,842;Femme;A
23,195;Homme;A
30,351;Femme;A
10,026;Homme;A
47,649;Homme;G
15,393;Femme;G
22,297;Femme;L
36,656;Homme;G
40,301;Homme;G
45,695;Femme;A
39,890;Homme;A
15,792;Femme;A
45,686;Femme;G
9,357;Homme;A
14,038;Femme;G
49,760;Femme;G
39,571;Femme;G
43,996;Homme;G
44,062;Femme;G
51,802;Homme;G
16,149;Femme;G
22,474;Homme;G
2,611;Homme;A
18,973;Homme;A
5,499;Homme;G
15,208;Femme;A
49,165;Femme;A
44,495;Femme;A
21,732;Homme;G
22,518;Femme;G
31,409;Homme;G
43,646;Homme;A
49,131;Femme;A
51,906;Femme;G
18,573;Femme;A
3,466;Femme;G
48,490;Homme;A
15,359;Femme;G
20,840;Homme;G
6,155;Femme;G
22,439;Femme;A
47,224;Homme;G
21,233;Femme;A
48,525;Homme;A
3,366;Femme;A
2,484;Femme;G
20,826;Femme;G
8,168;Femme;A
49,841;Homme;A
7;Femme;A
26,259;Homme;A
7,302;Homme;A
33,311;Femme;G
18,339;Femme;G
34,206;Homme;A
23,449;Femme;G
21,707;Femme;A
50,532;Femme;G
25,194;Femme;G
34,309;Femme;G
18,080;Femme;G
43,174;Homme;A
7,034;Femme;A
46,476;Femme;G
28,949;Femme;A
43,782;Homme;L
12,197;Femme;G
24,723;Homme;G
20,101;Femme;G
35,931;Homme;G
31,854;Femme;G
38,429;Femme;G
33,431;Femme;A
294;Femme;G
1,204;Femme;G
37,217;Femme;A
22,136;Homme;G
36,165;Homme;G
10,225;Femme;G
46,394;Homme;A
47,048;Homme;G
18,001;Homme;A
48,315;Femme;A
47,977;Femme;G
5,920;Homme;A
39,418;Femme;G
47,034;Femme;G
37,364;Femme;A
37,444;Femme;A
9,220;Femme;A
17,127;Femme;G
46,510;Femme;G
51,056;Homme;G
1,503;Femme;A
34,119;Homme;G
34,817;Homme;G
10,731;Femme;A
31,278;Homme;G
23,074;Femme;A
43,593;Femme;A
2,915;Femme;G
35,062;Homme;G
23,956;Femme;A
11,530;Homme;A
28,664;Homme;A
36,222;Femme;G
45,636;Homme;G
49,573;Femme;A
16,531;Femme;G
47,241;Homme;G
48,607;Homme;A
4,626;Homme;G
8,345;Femme;G
48,716;Femme;G
28,576;Femme;G
3,061;Homme;A
8,661;Femme;A
21,858;Homme;G
42,891;Homme;G
16,737;Homme;A
25,278;Femme;G
43,870;Femme;A
36,010;Femme;G
38,134;Femme;G
3,595;Femme;A
3,836;Femme;G
20,039;Homme;G
11,471;Homme;A
42,347;Femme;G
16,171;Femme;G
38,543;Femme;G
2,856;Homme;A
10,154;Homme;A
1,018;Homme;A
47,790;Homme;A
40,492;Femme;A
10,802;Femme;G
26,884;Femme;G
19,504;Femme;G
1,150;Homme;G
13,636;Homme;G
23,158;Femme;G
9,431;Femme;G
35,677;Femme;G
32,910;Femme;A
11,923;Femme;L
51,071;Femme;G
10,825;Femme;G
46,607;Femme;G
48,237;Femme;G
20,424;Homme;G
37,889;Femme;G
40,912;Femme;G
7,974;Homme;A
43,944;Femme;G
9,060;Homme;A
6,531;Femme;G
13,136;Homme;A
36,515;Femme;G
21,265;Femme;G
38,808;Femme;G
49,956;Femme;G
28,731;Homme;G
14,473;Femme;A
37,815;Femme;G
40,972;Homme;G
22,182;Homme;A
12,697;Homme;G
28,237;Homme;A
50,240;Femme;G
18,004;Homme;G
22,044;Homme;G
23,830;Homme;A
13,689;Homme;G
12,305;Homme;A
20,460;Homme;G
49,933;Homme;G
13,037;Femme;A
18,591;Homme;A
754;Femme;G
52,105;Homme;G
37,438;Femme;G
42,678;Femme;G
8,172;Femme;G
22,710;Homme;G
37,715;Homme;G
47,597;Homme;G
8,502;Homme;G
25,294;Femme;G
10,492;Homme;A
12,198;Homme;G
11,253;Femme;G
1,780;Homme;G
28,447;Femme;G
35,529;Femme;G
5,683;Homme;G
18,647;Femme;A
25,658;Homme;G
40,567;Homme;A
14,483;Homme;A
16,069;Homme;G
25,398;Femme;A
6,899;Homme;A
7,199;Homme;G
11,509;Femme;G
15,784;Femme;G
43,822;Femme;G
9,848;Femme;A
49,632;Homme;G
8,764;Femme;A
46,783;Homme;G
48,398;Homme;A
32,784;Homme;A
9,298;Homme;A
19,609;Homme;G
4,246;Femme;G
9,643;Homme;A
20,474;Homme;G
8,414;Femme;G
21,553;Femme;A
24,313;Homme;A
39,394;Femme;G
11,239;Homme;A
6,781;Femme;A
12,744;Femme;D
34,551;Femme;G
50,723;Homme;A
24,081;Femme;A
31,741;Homme;G
34,968;Femme;G
46,065;Femme;A
43,867;Femme;G
2,815;Homme;G
16,483;Homme;G
31,091;Homme;G
11,775;Homme;G
42,193;Femme;A
12,819;Femme;G
13,785;Homme;G
47,356;Femme;G
44,956;Femme;A
31,656;Femme;G
608;Femme;G
42,348;Femme;G
26,166;Femme;G
9,513;Homme;A
1,449;Homme;G
31,637;Homme;A
46,105;Homme;A
13,736;Homme;G
14,706;Homme;G
2,967;Homme;G
33,059;Femme;G
18,512;Femme;G
30,270;Femme;G
36,553;Femme;A
44,180;Homme;A
24,679;Femme;D
43,786;Homme;G
41,288;Femme;G
13,328;Homme;G
27,093;Homme;A
32,563;Femme;G
33,175;Homme;G
1,609;Femme;A
35,544;Homme;A
43,534;Femme;G
20,824;Femme;G
19,514;Femme;G
48,890;Homme;A
50,917;Homme;G
30,559;Femme;G
51,391;Femme;G
6,101;Femme;A
30,872;Homme;L
9,827;Femme;A
26,135;Femme;G
7,045;Homme;G
2,259;Homme;G
17,125;Femme;A
33,495;Femme;G
11,099;Homme;A
31,471;Femme;G
24,568;Homme;G
26,587;Homme;A
9,018;Homme;A
30,151;Femme;A
7,663;Homme;G
27,552;Femme;L
41,287;Homme;G
33,076;Femme;G
6,382;Femme;G
29,167;Femme;A
10,742;Femme;A
15,142;Homme;A
1,475;Homme;A
33,884;Femme;G
19,072;Femme;G
16,917;Homme;G
36,584;Homme;G
3,379;Homme;A
24,616;Femme;G
18,223;Femme;A
23,617;Homme;G
2,599;Femme;G
41,866;Femme;A
24,282;Femme;G
32,400;Femme;G
9,830;Femme;A
10,751;Homme;G
37,059;Homme;G
29,860;Femme;G
44,077;Homme;A
20,178;Homme;G
24,701;Homme;G
50,230;Homme;G
45,310;Homme;G
39,714;Femme;G
35,935;Homme;A
28,276;Femme;A
9,874;Homme;G
1,515;Femme;A
40,246;Homme;A
15,781;Homme;A
7,558;Femme;A
4,375;Femme;G
15,540;Femme;G
22,649;Homme;G
21,668;Homme;G
45,735;Femme;G
27,493;Femme;A
26,328;Homme;A
40,602;Femme;G
37,877;Femme;G
8,150;Homme;A
27,002;Homme;G
49,728;Homme;G
31,792;Femme;G
17,953;Homme;G
23,483;Homme;G
27,191;Femme;A
4,328;Femme;G
15,881;Femme;A
36,054;Femme;A
510;Femme;G
4,926;Femme;G
51,299;Femme;G
16,622;Homme;G
46,369;Femme;A
2,738;Femme;A
13,885;Femme;A
7,505;Femme;D
13,547;Homme;G
7,122;Homme;L
25,375;Homme;G
36,136;Homme;A
8,369;Femme;G
40,368;Femme;G
18,224;Homme;A
28,205;Femme;A
23,221;Homme;A
45,055;Homme;G
12,570;Homme;A
49,284;Femme;G
17,058;Homme;G
13,194;Femme;A
18,794;Femme;A
7,789;Femme;A
27,951;Femme;G
32,014;Homme;G
40,119;Femme;G
41,099;Homme;A
37,841;Femme;A
8,953;Femme;G
29,251;Femme;G
23,490;Homme;A
19,617;Femme;G
7,503;Femme;A
45,105;Homme;G
24,996;Homme;A
46,713;Homme;G
12,839;Homme;A
6,666;Femme;G
26,543;Homme;G
5,123;Femme;G
43,398;Femme;A
30,154;Femme;A
39,099;Femme;G
19,753;Femme;A
12,726;Homme;G
3,979;Homme;A
26,944;Homme;A
40,059;Femme;A
41,455;Homme;A
3,884;Femme;A
11,244;Femme;A
40,749;Homme;A
48,888;Homme;G
51,219;Homme;G
35,572;Homme;G
48,467;Femme;G
2,112;Homme;A
32,736;Femme;G
38,978;Femme;G
51,376;Homme;G
52,037;Femme;G
6,700;Homme;A
8,127;Femme;G
4,633;Femme;G
23,087;Homme;A
39,367;Femme;G
19,561;Femme;A
9,142;Homme;G
9,390;Femme;A
1,816;Homme;G
38,799;Homme;G
7,790;Femme;A
43,341;Homme;G
2,478;Femme;G
14,267;Femme;G
24,913;Femme;A
45,819;Homme;G
21,934;Femme;G
32,130;Homme;A
14,415;Homme;G
47,694;Femme;A
13,586;Homme;G
13,761;Homme;G
20,766;Homme;G
33,856;Femme;A
13,072;Femme;A
33,291;Femme;G
46,054;Femme;A
51,319;Femme;G
40,395;Homme;G
48,037;Homme;A
34,731;Homme;G
40,954;Homme;A
21,541;Homme;G
2,546;Homme;G
47,042;Femme;G
9,429;Homme;G
476;Femme;G
21,139;Homme;G
45,383;Homme;G
26,643;Femme;A
47,448;Homme;A
13,113;Homme;A
36,852;Femme;A
22,403;Femme;G
29,007;Homme;G
30,774;Homme;G
41,887;Homme;A
6,326;Femme;G
18,691;Homme;G
33,459;Femme;G
48,261;Femme;A
42,684;Homme;A
2,593;Femme;L
31,013;Femme;G
40,417;Femme;G
165;Homme;A
2,525;Femme;G
23,108;Femme;A
32,610;Homme;A
6,872;Femme;G
45,768;Femme;G
35,291;Femme;G
47,188;Homme;A
43,526;Femme;A
26,769;Homme;G
50,387;Femme;G
18,475;Homme;A
10,935;Femme;A
10,231;Homme;G
20,471;Femme;G
5,940;Homme;L
39,722;Homme;G
1,292;Homme;G
14,374;Femme;G
38,572;Homme;A
13,520;Femme;G
32,153;Homme;A
39,421;Femme;A
43,185;Homme;G
30,449;Femme;A
38,483;Femme;G
42,468;Homme;G
16,385;Femme;A
49,644;Femme;A
21,105;Femme;G
22,073;Femme;G
46,865;Femme;G
8,479;Femme;G
14,663;Femme;G
38,282;Homme;G
6,040;Femme;G
20,759;Homme;G
43,385;Homme;G
16,544;Femme;G
36,803;Femme;G
28,461;Femme;A
16,811;Femme;G
51,620;Femme;G
2,222;Femme;A
2,638;Femme;A
13,281;Homme;A
340;Homme;G
605;Femme;L
24,424;Femme;G
29,735;Homme;A
38,353;Homme;G
23,893;Femme;G
32,906;Homme;A
22,319;Homme;G
35,204;Femme;A
10,065;Homme;G
11,157;Femme;G
13,559;Homme;G
50,934;Femme;G
42,071;Homme;A
28,389;Homme;A
32,868;Homme;A
28,443;Femme;G
14,363;Femme;G
10,327;Homme;G
7,613;Homme;A
51,981;Femme;G
18,855;Homme;A
2,717;Homme;A
5,091;Femme;A
47,833;Femme;G
24,450;Homme;G
31,473;Homme;G
19,347;Femme;G
41,722;Femme;A
33,592;Femme;L
36,385;Femme;G
34,761;Femme;G
43,624;Homme;A
39,543;Femme;G
19,532;Homme;G
28,219;Homme;D
21,240;Homme;A
41,571;Homme;G
8,285;Homme;G
3,786;Femme;G
34,245;Femme;G
51,341;Homme;G
15,494;Femme;A
32,061;Femme;G
13,936;Femme;A
16,871;Femme;G
27,517;Femme;G
41,052;Homme;G
12,252;Femme;G
16,198;Homme;G
23,389;Femme;G
47,858;Femme;A
19,390;Femme;D
11,238;Homme;A
30,911;Femme;G
47,105;Femme;G
26,251;Homme;A
8,013;Femme;G
27,500;Femme;G
10,030;Homme;G
24,814;Femme;G
8,556;Homme;G
14,496;Femme;G
46,699;Homme;G
792;Femme;G
28,986;Homme;A
40,346;Femme;A
6,621;Femme;A
22,108;Homme;A
43,468;Homme;G
31,663;Femme;G
4,357;Femme;G
39,162;Femme;G
1,682;Femme;G
31,352;Homme;A
45,733;Homme;G
646;Homme;G
13,986;Femme;G
22,612;Femme;G
25,474;Homme;A
42,206;Femme;A
50,992;Femme;G
15,376;Homme;A
19,354;Homme;A
26,983;Femme;G
51,998;Femme;G
31,573;Femme;G
37,101;Homme;G
20,800;Homme;A
14,050;Femme;G
14,646;Femme;G
34,622;Femme;G
19,231;Homme;A
44,764;Femme;A
18,603;Homme;A
6,644;Homme;L
26,527;Femme;G
12,475;Femme;A
19,145;Femme;G
31,707;Femme;G
37,553;Homme;A
44,766;Femme;A
20,034;Femme;A
11,481;Femme;A
14,185;Femme;A
23,609;Femme;A
8,491;Homme;A
32,984;Homme;G
12,982;Femme;G
21,919;Homme;G
32,937;Homme;A
11,766;Femme;G
18,754;Femme;G
41,119;Femme;G
2,721;Femme;G
18,729;Femme;G
51,357;Femme;G
28,566;Femme;A
18,324;Homme;G
27,157;Homme;A
11,180;Femme;G
35,064;Femme;G
40,979;Homme;G
43,883;Homme;A
51,196;Femme;G
30,712;Homme;A
20,676;Homme;D
27,337;Homme;G
34,437;Femme;A
11,225;Femme;A
11,796;Femme;L
37,178;Femme;G
30,697;Homme;G
21,626;Homme;A
21,991;Homme;G
25,101;Homme;A
44,885;Homme;A
9,309;Femme;A
41,661;Homme;G
36,203;Femme;G
26,856;Homme;G
50,684;Femme;G
29,915;Femme;A
31,172;Homme;G
25,263;Femme;G
2,183;Homme;A
19,727;Homme;A
46,310;Femme;G
47,299;Femme;A
10,043;Homme;G
39,950;Homme;G
40,376;Homme;A
17,949;Femme;A
18,462;Homme;G
22,462;Homme;A
2,477;Femme;G
24,397;Homme;A
56;Homme;A
45,738;Femme;G
904;Femme;A
23,887;Homme;A
21,621;Homme;G
10,319;Femme;A
15,921;Femme;A
12,340;Homme;A
51,695;Femme;G
19,359;Femme;G
42,915;Homme;A
19,449;Femme;G
26,275;Homme;A
36,746;Homme;G
42,727;Homme;A
49,423;Homme;G
51,305;Homme;G
16,602;Homme;G
2,211;Homme;A
14,409;Femme;A
20,795;Femme;G
27,119;Homme;G
45,853;Femme;A
17,400;Femme;G
44,347;Homme;A
16,542;Femme;G
14,499;Homme;A
6,129;Homme;A
30,907;Femme;A
17,877;Femme;G
28,120;Homme;A
